station_abbr;reference_timestamp;tre200m0;tre200mx;tre200mn;tre005m0;tre005mn;tre005mx;ure200m0;pva200m0;prestam0;pp0qffm0;ppz850m0;ppz700m0;pp0qnhm0;fkl010m0;fkl010m1;fu3010m0;fu3010m1;rre150m0;gre000m0;oli000m0;olo000m0;osr000m0;sre000m0;sremaxmv;erefaom0;xcd000m0;xno000m0;xno012m0;rreetsm0
VIS;01.09.1991 00:00;16.3;28.7;4.2;14.9;0.1;30.1;71.5;12.7;943.7;;1523.1;;;2.8;22.5;10.1;81;33.8;166;;;;12292;61;87.4;1.7;16.1;0.1;-34.7
VIS;01.10.1991 00:00;8.3;21.2;-4;6.8;-8.3;24.4;76.4;8.3;943.1;;1492.1;;;2.5;19.9;9;71.6;65.6;112;;;;10143;66;43.8;0;331.4;123.4;30.8
VIS;01.11.1991 00:00;2.9;14;-6.6;1.2;-9.3;17.1;78.2;5.9;942.2;;1467.8;;;2.4;19.1;8.6;68.8;16.8;45;;;;2117;41;22.6;0;512.9;272.9;7.9
VIS;01.12.1991 00:00;-3.5;8.3;-14.6;-6.3;-17.3;8.5;83.7;4.2;952.7;;1533.4;;;2.2;24.4;7.9;87.8;137;20;;;;0;;13.9;0;728.1;480.1;134.2
VIS;01.01.1992 00:00;-2.8;10;-11.3;-5.2;-14.4;8.6;80.6;4;953.4;;1541.5;;;1.5;17.7;5.4;63.7;7;34;;;;708;41;15.6;0;707.1;459.1;5.3
VIS;01.02.1992 00:00;1.7;14.5;-9.7;0.9;-11.6;17.7;70.8;4.9;950.7;;1535.5;;;3;20.8;10.8;74.9;59.2;91;;;;7481;60;31.1;0;529.3;297.3;47.8
VIS;01.03.1992 00:00;6.7;19.1;-3;6.1;-6.4;20.4;62.6;5.9;942.4;;1480.4;;;4.3;21.1;15.5;76;61.4;136;;;;9638;51;68.1;0;413;165;19.5
VIS;01.04.1992 00:00;9.4;25.2;-4.9;8.7;-10.1;33.6;60.6;6.8;938.8;;1458.7;;;3.7;20.4;13.3;73.4;29.5;203;;;;12631;57;93.7;0;274.9;90.9;-56.6
VIS;01.05.1992 00:00;15.4;28.8;0.8;15.3;-3.8;36.1;58.8;9.8;943.8;;1521.5;;;3.4;18.9;12.2;68;10.1;251;;;;15290;63;137.9;2.8;35.8;3.8;-119.7
VIS;01.06.1992 00:00;15.8;29.2;6.5;15.7;2.7;32.4;68.9;11.9;939.7;;1486.8;;;3.3;17.8;11.9;64.1;80.1;221;;;;10111;42;117.1;9.8;34.8;2.8;-6.6
VIS;01.07.1992 00:00;19.1;31.2;8.3;18.8;5.5;32.6;69.1;14.7;944.4;;1538.3;;;2.6;23.3;9.4;83.9;49.5;255;;;;15417;63;140.1;48.1;0;0;-69.1
VIS;01.08.1992 00:00;20.5;32.7;7.2;19.6;2.9;34.6;63.5;14.4;943.8;;1537.5;;;2.9;21.9;10.4;78.8;46.9;219;;;;15417;66;139.2;74.4;0;0;-81.1
VIS;01.09.1992 00:00;14.6;25.2;2.2;13.6;-0.6;27.5;71.6;11.6;946.4;;1541.8;;;3.2;19.4;11.5;69.8;48.9;166;;;;12615;62;83.5;0;37.1;5.1;-15.9
VIS;01.10.1992 00:00;7.9;20.6;-3.9;6.9;-9.4;23.3;80.8;8.7;936.3;;1432.4;;;2.6;19.9;9.4;71.6;133.8;84;;;;5675;37;37.4;0;350.7;126.7;113.4
VIS;01.11.1992 00:00;4.6;13.3;-3.6;3.1;-6.4;15.6;85.4;7.3;946;;1505.3;;;2.1;18.2;7.6;65.5;140;42;;;;1811;35;17.6;0;461;221;134.3
VIS;01.12.1992 00:00;-0.8;11.8;-10.7;-2.8;-14.3;10.9;84.8;5;945.1;;1480;;;1.5;18.8;5.4;67.7;43.8;23;;;;0;;13.1;0;643.7;395.7;41.4
VIS;01.01.1993 00:00;-0.1;9.7;-15.2;-2.3;-17.5;8.4;82.4;5.2;952.7;;1545.4;;;1.8;20.5;6.5;73.8;11.1;32;;;;727;42;15.9;0;622.8;374.8;9.4
VIS;01.02.1993 00:00;-0.2;16.4;-13.8;-1.8;-18;15.4;71.7;4.3;950.7;;1528.8;;;2.5;21.9;9;78.8;4.2;101;;;;8706;73;25.7;0;566.1;342.1;-8.6
VIS;01.03.1993 00:00;5.5;21.7;-5.2;4.8;-9.6;25.7;59.6;5.3;945.1;;1500.9;;;3.3;20.3;11.9;73.1;20.1;157;;;;12707;67;66.6;0;448.1;200.1;-37.6
VIS;01.04.1993 00:00;10.3;23.3;-2.8;9.5;-6.7;27.9;60.8;7.3;938.9;;1462.7;;;4.6;20.4;16.6;73.4;101.9;178;;;;9871;44;96.2;0;240.3;72.3;26.6
VIS;01.05.1993 00:00;15.1;29.5;2.5;14.9;-1.5;32.1;60.9;9.9;940.4;;1490.2;;;3.7;22.4;13.3;80.6;18.7;244;;;;13985;58;134.5;7.7;26.6;2.6;-96.3
VIS;01.06.1993 00:00;17.5;30.5;6;16.9;1.4;35;64.6;12.4;943.1;;1521.4;;;3.8;19.4;13.7;69.8;41.8;253;;;;14149;59;140.8;18.5;8.2;0.2;-80.8
VIS;01.07.1993 00:00;17.7;31.6;6.3;17.4;3.1;32.1;65.1;12.8;944.5;;1535.4;;;3.6;18.9;13;68;59;247;;;;15333;63;139.1;24;0;0;-74.7
VIS;01.08.1993 00:00;18.8;31;5;18;1.4;34.3;66.4;13.7;944.8;;1541.4;;;2.9;20.8;10.4;74.9;35.6;218;;;;16280;69;128.7;42.5;0;0;-87
VIS;01.09.1993 00:00;14;25.5;2.9;13.2;-0.9;28.2;70.3;11;940;;1483.3;;;3.5;19.6;12.6;70.6;125.2;144;;;;10112;50;81.5;0.4;53.5;13.5;64
VIS;01.10.1993 00:00;8.8;19.8;-3.1;7.8;-6.4;22.2;75.6;8.4;940.6;;1472.2;;;3.3;18.9;11.9;68;59.3;88;;;;6832;45;47.5;0;315.2;107.2;33.4
VIS;01.11.1993 00:00;2.8;17.8;-10.6;1.1;-14;18.9;75.9;5.9;944;;1482.1;;;2.1;20.5;7.6;73.8;22.9;40;;;;2050;39;23.9;0;508.4;276.4;13
VIS;01.12.1993 00:00;1.3;12.4;-13.3;-0.3;-17.5;9.7;80.6;5.5;941.5;;1456.9;;;2.6;24.9;9.4;89.6;138.4;24;;;;0;;18.2;0;580.5;332.5;130.8
VIS;01.01.1994 00:00;1.2;10.2;-10;-0.3;-12.8;9.2;78.3;5.3;943.2;;1469.9;;;3.1;30;11.2;108;99.5;28;;;;787;46;22.5;0;583;335;102.4
VIS;01.02.1994 00:00;2.7;15.8;-10.9;1.6;-14.1;16.7;66.3;4.9;940.5;;1452.5;;;3.2;20.5;11.5;73.8;17.9;83;;;;5668;47;36.3;0;484.2;260.2;7.7
VIS;01.03.1994 00:00;9.4;22.3;-2.3;8.6;-5.6;23.6;59.9;6.9;946.5;;1525.6;;;4.1;20.8;14.8;74.9;13.6;147;;;;11271;59;79.7;0;292.6;84.6;-36.2
VIS;01.04.1994 00:00;8;24.9;-3.7;7.8;-8.4;30.6;64.6;6.8;937.9;;1446.7;;;4.2;19.3;15.1;69.5;53.4;192;;;;11393;51;85.6;0;321.8;129.8;-20.6
VIS;01.05.1994 00:00;14.3;26.5;2.7;14.3;-2.2;32;65.8;10.3;939.8;;1482.4;;;3.9;19.9;14;71.6;108.2;220;;;;12777;53;119.1;1.4;44.9;4.9;11.6
VIS;01.06.1994 00:00;17.3;31.7;2.7;16.8;-1.5;35;61.5;11.7;945.2;;1539.6;;;3.5;24.2;12.6;87.1;43;245;;;;14976;62;140.3;24.9;26.8;2.8;-88.9
VIS;01.07.1994 00:00;21.2;34.6;11.1;20.9;6.9;38.4;63.2;15.1;944.4;;1545.1;;;2.5;23.2;9;83.5;81.5;251;;;;17096;70;152.7;92.3;0;0;-68.5
VIS;01.08.1994 00:00;19.3;32;9.2;18.9;5.9;36.5;68.4;14.8;943.2;;1528.8;;;2.9;22.1;10.4;79.6;55.9;214;;;;15148;65;126.5;46.6;0;0;-54.2
VIS;01.09.1994 00:00;14.3;27.2;3.2;13.5;-0.7;31;75.3;12.1;942.4;;1505.2;;;3.1;21.4;11.2;77;88.4;141;;;;8818;44;74.2;4.8;66.7;18.7;42.7
VIS;01.10.1994 00:00;9.7;21.4;0.3;8.2;-3.9;26.7;75;8.9;943.6;;1501.2;;;2.4;21.2;8.6;76.3;26.1;107;;;;9465;62;48.7;0;269.6;85.6;-7.8
VIS;01.11.1994 00:00;6.6;19.1;-3.6;4;-9.2;20.1;80.7;7.9;947.2;;1521.4;;;2.5;18.9;9;68;110;41;;;;1921;37;28.4;0;393.7;169.7;101.5
VIS;01.12.1994 00:00;0.5;11;-12.5;-2.8;-16.8;9.4;84.3;5.5;948.2;;1510.9;;;1.3;17.8;4.7;64.1;67.4;19;;;;0;;12.9;0;603.7;355.7;62.8
VIS;01.01.1995 00:00;-1.3;10.1;-13.7;-3.9;-20.1;6.5;77.9;4.5;944.6;;1474.1;;;3.7;22.6;13.3;81.4;139.7;28;;;;401;23;22.8;0;659.9;411.9;139.6
VIS;01.02.1995 00:00;3.1;16.1;-6.7;2;-10.9;17.4;77;5.9;944.1;;1483.9;;;2.3;21.7;8.3;78.1;93.5;80;;;;5695;47;24.9;0;472;248;86.2
VIS;01.03.1995 00:00;3.9;18.7;-6.3;3.2;-9.8;22.1;61.9;4.9;941.5;;1464.8;;;4.1;26.6;14.8;95.8;52;153;;;;11527;61;61.3;0;499.1;251.1;1.6
VIS;01.04.1995 00:00;10;22.4;-3.1;9.5;-8.3;27.2;61.3;7.3;941.4;;1482.5;;;4.4;20.1;15.8;72.4;79.3;189;;;;11924;54;93.9;0;255.7;63.7;-3.5
VIS;01.05.1995 00:00;13.3;26.8;-1;13;-6.8;32.8;62.5;9.1;941.8;;1496.9;;;3.2;20.6;11.5;74.2;81.6;237;;;;14309;59;118.5;0;83.7;19.7;-37.7
VIS;01.06.1995 00:00;15.5;30;3.7;15.7;-0.5;34.4;66.4;11.4;942;;1505.4;;;2.8;21.4;10.1;77;28.8;253;;;;13688;57;124.4;17.9;26.7;2.7;-81.4
VIS;01.07.1995 00:00;21.1;35.6;11.2;20.7;6.8;36.8;63.7;15.2;943.1;;1533;;;2.7;17.5;9.7;63;25.6;264;;;;17349;71;159.6;92;0;0;-123.2
VIS;01.08.1995 00:00;18.3;32.6;0.4;17.8;-2.2;33.2;65.6;13.4;943.1;;1524.1;;;3.2;20.9;11.5;75.2;28.6;210;;;;13158;56;126.1;32.9;17.8;1.8;-80.3
VIS;01.09.1995 00:00;12.8;24;-1.1;12.2;-4.7;26.2;71.2;10.3;940.9;;1487.5;;;3.1;20.3;11.2;73.1;62.8;156;;;;10285;51;78;0;97;17;4
VIS;01.10.1995 00:00;11;24.9;-3.5;9.2;-6.6;27.4;73.5;9.5;949.4;;1554.9;;;1.4;15.1;5;54.4;1.7;118;;;;11638;76;45.7;0;224.9;48.9;-38.2
VIS;01.11.1995 00:00;4.6;18.2;-8.3;2.7;-13.2;18.8;67.6;5.8;944.2;;1489.1;;;3.9;22.9;14;82.4;24.2;49;;;;3574;69;39.9;0;449.8;225.8;7.3
VIS;01.12.1995 00:00;1;13.2;-11.5;-1.3;-15.7;11.9;77.6;5.2;940.4;;1446.3;;;2.3;21.2;8.3;76.3;46.3;20;;;;0;;22.2;0;588.3;340.3;43.1
VIS;01.01.1996 00:00;2.3;12.4;-10.1;-0.2;-14.8;12.1;70.8;5;939.5;;1442.6;;;3.5;21.8;12.6;78.5;3;29;;;;834;49;36.1;0;550.1;302.1;0.4
VIS;01.02.1996 00:00;0.6;13.3;-11.4;-0.1;-14.9;16.1;69;4.3;938.2;;1427.4;;;3.5;22.2;12.6;79.9;23.6;87;;;;5830;47;33.9;0;561.8;329.8;13.6
VIS;01.03.1996 00:00;5.2;20.8;-9;4.6;-12.9;23.5;56.2;5;939.3;;1450.1;;;3.8;22.3;13.7;80.3;28.1;162;;;;13163;69;73.3;0;458.5;210.5;-31
VIS;01.04.1996 00:00;10.8;22.3;-2.8;10.3;-8.3;27.4;55;6.8;940.8;;1480.8;;;3.8;20.1;13.7;72.4;8.1;196;;;;12167;55;104.8;0;205.4;61.4;-86.4
VIS;01.05.1996 00:00;13.8;29.1;2.5;14;-1;32;65.9;10;939.3;;1476.1;;;3.7;23.5;13.3;84.6;90.1;227;;;;12971;54;120.6;1.6;85.9;13.9;-10
VIS;01.06.1996 00:00;18.6;31.7;5.7;18.4;1.8;33.5;57.5;11.5;945.2;;1543.9;;;3.5;22.5;12.6;81;9.7;275;;;;16800;70;159;40.3;0;0;-151.1
VIS;01.07.1996 00:00;18.2;30.6;6.7;17.8;3.4;33.8;65.2;13.1;944.3;;1534.8;;;3.4;22;12.2;79.2;49.4;256;;;;15577;64;145.2;32;9;1;-88.8
VIS;01.08.1996 00:00;17.6;30;4.8;17.5;1.1;32.8;71.8;14;943.1;;1521.7;;;2.5;19.6;9;70.6;55.6;227;;;;14512;62;117.6;17.4;0;0;-41.3
VIS;01.09.1996 00:00;12.5;25.4;1.2;12;-3;26.4;67.4;9.3;940.5;;1483;;;3.2;19.6;11.5;70.6;10.4;179;;;;13144;65;86.5;0;127.2;15.2;-67.5
VIS;01.10.1996 00:00;9.4;21.3;-1.4;8.3;-5.1;21.5;75;8.7;945.1;;1513.1;;;2.5;19.9;9;71.6;81.5;90;;;;7267;47;45.6;0;307.1;91.1;53.2
VIS;01.11.1996 00:00;4.5;17.9;-7.3;3.2;-12.2;18.7;77.4;6.6;940;;1454.1;;;3.9;19.4;14;69.8;130.4;46;;;;2321;45;28.9;0;465.8;225.8;120.4
VIS;01.12.1996 00:00;1.3;11.5;-9;-0.3;-13;10.6;80.1;5.5;938.5;;1431.2;;;2.1;21.4;7.6;77;28.5;23;;;;0;;17.3;0;580.5;332.5;26.4
VIS;01.01.1997 00:00;0.6;13.6;-8.6;-1.6;-13;12.3;77.1;4.9;945.9;;1490.9;;;2;20.2;7.2;72.7;20.6;32;;;;848;49;23.1;0;600.4;352.4;18.5
VIS;01.02.1997 00:00;3;15;-7;1.4;-11.1;17.9;70.3;5.3;950.2;;1535.2;;;2.5;28.5;9;102.6;63.4;98;;;;8025;67;30.2;0;476.4;252.4;52.1
VIS;01.03.1997 00:00;7.8;20.8;-3;6.8;-7.3;22.5;59.8;6.1;949.3;;1543.6;;;3.3;21.3;11.9;76.7;8.8;174;;;;14531;76;75.3;0;370;130;-51
VIS;01.04.1997 00:00;9.6;20.9;-4.5;8.8;-11.7;23.7;51.3;5.8;942.7;;1493;;;4.5;20.9;16.2;75.2;14.4;241;;;;17312;78;111.4;0;290.3;74.3;-116.1
VIS;01.05.1997 00:00;14.7;26.2;1;14.2;-2.9;31.9;59;9.4;941.7;;1500.3;;;4.1;20.4;14.8;73.4;46.6;254;;;;15685;65;139.2;5.2;64.3;16.3;-93.4
VIS;01.06.1997 00:00;16.8;29.3;5.2;16.7;0.4;34.2;65.7;12.2;938.6;;1479.7;;;3.6;18.7;13;67.3;73.1;221;;;;11026;46;125.2;17.5;0;0;-13.3
VIS;01.07.1997 00:00;17.8;30.4;6.5;17.3;1.9;33.2;67.4;13.2;944.5;;1534.6;;;3.6;19.7;13;70.9;41.1;243;;;;13853;57;138.4;19.7;0;0;-81.2
VIS;01.08.1997 00:00;20;33;5.9;19;1.9;35.2;65.5;14.5;944.5;;1542.6;;;2.8;20.1;10.1;72.4;26.3;208;;;;15062;64;131.6;66.6;8.1;0.1;-88.4
VIS;01.09.1997 00:00;16;29.8;5.4;14.7;0.3;31.8;72;12.7;947.4;;1554.9;;;1.8;18.3;6.5;65.9;32.9;190;;;;16984;84;83.6;8.5;0;0;-49.6
VIS;01.10.1997 00:00;9.8;24.2;-5.5;8.7;-11.1;27.2;73.2;9;943.4;;1500;;;2.5;18.6;9;67;46.1;113;;;;9446;62;49.4;0;258.7;98.7;8.9
VIS;01.11.1997 00:00;4.6;16.9;-5.7;2.4;-9.4;18;74.5;6.2;937.5;;1432.5;;;2.7;22.5;9.7;81;22;46;;;;2572;49;31.3;0;442;226;10.6
VIS;01.12.1997 00:00;2.3;12.2;-7.1;0.5;-10.6;12;75.3;5.5;941.2;;1457.5;;;3.6;24.8;13;89.3;59.1;24;;;;0;;26.8;0;547.9;299.9;55.8
VIS;01.01.1998 00:00;-0.1;13.8;-12.9;-2.8;-17.4;11.3;77.2;4.7;945;;1481.3;;;2.4;20.7;8.6;74.5;47.2;32;;;;1092;64;22.6;0;624.1;376.1;45.1
VIS;01.02.1998 00:00;1.8;17.7;-13.1;-0.1;-15.4;18.6;70.6;4.8;950.6;;1535;;;1.6;19.2;5.8;69.1;11.3;113;;;;10479;87;29.4;0;509.3;285.3;-1.9
VIS;01.03.1998 00:00;6.9;22.9;-7.4;6.2;-11.1;25.5;57.5;5.6;946.1;;1513.8;;;3.7;22.5;13.3;81;13.8;161;;;;11872;62;75.9;0;387.6;163.6;-42
VIS;01.04.1998 00:00;9.3;22.9;-2.8;8.8;-8.8;26.9;60.6;6.9;932.9;;1407.7;;;4.6;21.1;16.6;76;30.6;190;;;;10064;45;93.6;0;270.7;94.7;-43.2
VIS;01.05.1998 00:00;15.3;28.9;1.5;14.3;-3.6;35;55.3;9;939.9;;1486.3;;;3.2;18.3;11.5;65.9;24.2;263;;;;16353;68;142.9;3.7;17;1;-122.2
VIS;01.06.1998 00:00;18.1;31.4;4.4;17.9;0.8;33.4;60.7;12.3;943;;1523.4;;;3.9;21.2;14;76.3;46.8;264;;;;15311;64;150.8;41.1;10.1;2.1;-92.5
VIS;01.07.1998 00:00;19.9;33.8;7.3;19.5;1.9;36.3;59.2;13.2;940.9;;1509.4;;;4.1;28.2;14.8;101.5;24.9;258;;;;16073;66;164.8;67.1;0;0;-134.9
VIS;01.08.1998 00:00;19.5;35.1;4.4;18.9;0.2;37.6;63.5;13.8;943.5;;1531.4;;;3.1;18.1;11.2;65.2;10.6;230;;;;15518;66;135.6;65.2;0;0;-114.5
VIS;01.09.1998 00:00;14.6;30.2;3.5;13.6;-0.5;34.3;67.9;11.1;939.3;;1478.6;;;3.6;20.5;13;73.8;52.8;157;;;;10435;52;88;9.4;88.6;8.6;-12.2
VIS;01.10.1998 00:00;9.5;20.4;-0.2;8.4;-3.7;22.8;75.5;8.9;942.2;;1488.7;;;2.3;19.2;8.3;69.1;82.6;91;;;;5933;39;43.6;0;310.4;78.4;45.6
VIS;01.11.1998 00:00;0.9;11.7;-11.8;-1.2;-15.9;15.2;76.3;5.2;943.1;;1469;;;1.9;17.3;6.8;62.3;38;43;;;;2458;47;17.8;0;573.4;333.4;40.5
VIS;01.12.1998 00:00;-1.7;9.5;-14.7;-4;-17;6.8;78.4;4.3;947.1;;1493.6;;;2.3;22.4;8.3;80.6;14.7;21;;;;0;;17.5;0;672;424;11.5
VIS;01.01.1999 00:00;0.2;9.1;-10.9;-2;-13.2;7.9;75.6;4.7;943.2;;1467.3;;;3.3;23.4;11.9;84.2;45.8;29;;;;804;47;24;0;612.5;364.5;43.3
VIS;01.02.1999 00:00;-1.6;10.4;-22;-2.5;-26.3;10.4;78.9;4.5;941.7;;1449;;;3.4;21.3;12.2;76.7;97.1;72;;;;4429;37;20.4;0;605.3;381.3;91.8
VIS;01.03.1999 00:00;6.4;20.6;-3.8;5.8;-6.3;22.3;63.1;5.8;938.5;;1446.9;;;3.5;19.8;12.6;71.3;39.1;153;;;;11421;60;68.5;0;421.3;173.3;-9.9
VIS;01.04.1999 00:00;9.4;21.4;-0.8;9;-5;23.3;62.2;7;939.7;;1466.9;;;3.6;18.8;13;67.7;27.2;194;;;;10711;48;90.3;0;262.8;86.8;-45.5
VIS;01.05.1999 00:00;15.8;28.8;4.1;15.4;0.2;33.2;66;11.4;941.7;;1504;;;3.6;21.3;13;76.7;86.7;223;;;;12121;50;121.5;5.7;17.4;1.4;-7.6
VIS;01.06.1999 00:00;16.5;30.3;3;16.6;-1.1;35.8;65.3;11.8;943.2;;1519.1;;;3.4;20.7;12.2;74.5;55.5;262;;;;14551;61;133.9;7.9;8;0;-65.8
VIS;01.07.1999 00:00;19.8;33.6;6;19.2;1.5;35.5;62.6;13.8;941.8;;1517.7;;;3.3;19.3;11.9;69.5;20.1;270;;;;16864;69;158.8;52.3;0;0;-128.1
VIS;01.08.1999 00:00;18.7;30.8;8.3;18;4.1;35.4;72.5;15.1;940.8;;1504.8;;;2.3;33.1;8.3;119.2;68.5;197;;;;12629;54;109.5;34.9;0;0;-16.4
VIS;01.09.1999 00:00;16.6;27.6;8;15.8;4.9;29.5;70.6;12.9;940.5;;1495.5;;;2.6;21.3;9.4;76.7;59.6;160;;;;11819;59;85.1;1.9;0;0;-8.7
VIS;01.10.1999 00:00;10.7;21.3;-0.1;9.5;-4.3;22.9;72.9;9.2;943.4;;1502.2;;;3.1;21.6;11.2;77.8;14.5;108;;;;9461;62;52.5;0;235.9;51.9;-21.3
VIS;01.11.1999 00:00;1.6;19;-14.6;-0.5;-17.6;22.2;79.3;5.7;945.2;;1488.5;;;2.4;21.4;8.6;77;34;43;;;;1927;37;21.6;0;552.9;312.9;24.8
VIS;01.12.1999 00:00;-1.3;9.1;-15.2;-3.1;-18.2;7.5;80.6;4.6;941.2;;1445.5;;;2.5;29.4;9;105.8;91;23;;;;0;;16.8;0;659;411;87.8
VIS;01.01.2000 00:00;-3.7;6.9;-13.6;-5.8;-17.1;10.5;84.4;4;949.5;;1507.1;;;1.6;22.5;5.8;81;24;27;;;;443;26;12;0;735.3;487.3;23.1
VIS;01.02.2000 00:00;2.8;13.6;-4.8;2.2;-8.1;16.9;73.9;5.5;948.6;;1521.4;;;2.8;20.6;10.1;74.2;49.5;86;;;;6322;51;28;0;497.6;265.6;33.6
VIS;01.03.2000 00:00;6.8;19;-4;6.3;-7.5;22.7;61.6;5.9;944;;1495.4;;;3.9;20.4;14;73.4;24.9;157;;;;11793;62;70.5;0;408.9;160.9;-18.9
VIS;01.04.2000 00:00;10.5;24;-1.3;10;-5.8;27.1;59.5;7.3;934.8;;1427.4;;;5;20.3;18;73.1;63.9;188;;;;10851;49;101.5;0;240.8;64.8;-12.6
VIS;01.05.2000 00:00;15.5;28.3;1.5;15.1;-1.6;33.5;62.2;10.5;941.7;;1503.6;;;3.6;17.4;13;62.6;16.1;244;;;;13804;57;131.7;2;8.8;0.8;-94.4
VIS;01.06.2000 00:00;18.7;31.4;5.5;18.1;0.8;34.1;62.1;12.7;945;;1542.8;;;3.4;18;12.2;64.8;39.3;265;;;;15537;65;151.8;33.6;0;0;-99.7
VIS;01.07.2000 00:00;17.6;31.3;3.3;17.1;-1.2;33.1;62.8;11.9;939.9;;1493.6;;;4;19.6;14.4;70.6;52.6;248;;;;14152;58;152.4;28.4;0;0;-82.3
VIS;01.08.2000 00:00;19.4;31.6;8.4;18.6;4.1;35.7;64;13.5;944.2;;1538;;;2.8;22.3;10.1;80.3;23.7;215;;;;15005;64;133.3;56.6;0;0;-101.3
VIS;01.09.2000 00:00;15.3;27.7;2.9;14.4;-0.9;29.9;67.4;11.3;941.4;;1499.4;;;3.2;19.5;11.5;70.2;116.8;187;;;;14814;73;93.2;1.4;17.1;1.1;11.6
VIS;01.10.2000 00:00;9.8;19.2;0;8.6;-3.3;22.6;78.3;9.3;942;;1487.2;;;2.5;17.3;9;62.3;161.9;90;;;;6464;42;39.7;0;296.2;72.2;158.1
VIS;01.11.2000 00:00;4.7;14.9;-10.2;3.4;-8.1;15.1;76.7;6.4;937;;1428.6;;;2.9;22;10.4;79.2;91.3;46;;;;1987;38;29.6;0;452.3;220.3;81.5
VIS;01.12.2000 00:00;3.1;15.9;-10.1;1.2;-14.3;14.3;74.6;5.7;939.5;;1445.4;;;2.7;19.2;9.7;69.1;8.9;25;;;;0;;27.2;0;515.9;275.9;5
VIS;01.01.2001 00:00;1.5;11.6;-8.5;0.1;-13.6;11.5;75.9;5.2;939.3;;1439;;;2;19.8;7.2;71.3;31.9;34;;;;868;51;20.9;0;574.3;326.3;29.7
VIS;01.02.2001 00:00;3;14.3;-8;1.9;-12;16.6;65.2;4.9;943.1;;1474.9;;;3.3;20.6;11.9;74.2;43.1;100;;;;7410;62;36.6;0;475.6;251.6;31.4
VIS;01.03.2001 00:00;8.3;20.5;-4.1;7.8;-8;22.2;68.1;7.3;934;;1413.5;;;3.6;23.1;13;83.2;98.4;125;;;;6842;36;65;0;353.6;121.6;68.3
VIS;01.04.2001 00:00;8;22.2;-2;7.6;-7.2;26.3;63.3;6.5;938.6;;1452.3;;;4.3;20.3;15.5;73.1;85.9;199;;;;10458;47;85.9;0;342.6;126.6;14.1
VIS;01.05.2001 00:00;16.5;32.5;2.4;15.8;-2.3;33.6;58.7;10.3;940.7;;1497.4;;;3.7;18.4;13.3;66.2;14.1;255;;;;15016;62;144;14.9;0;0;-113.7
VIS;01.06.2001 00:00;16.7;32;3;16.5;-1.8;33.6;61;11.1;942.8;;1516.1;;;3.6;20.4;13;73.4;92.8;278;;;;16594;69;145.8;23.7;9.8;1.8;-64
VIS;01.07.2001 00:00;19;31.2;6;18.7;2;33.1;65.6;13.8;941.8;;1514.9;;;2.9;19.1;10.4;68.8;68.2;249;;;;15324;63;143.7;49.6;0;0;-62.6
VIS;01.08.2001 00:00;19.2;32.9;6.9;18.7;1.4;36.8;69.8;14.9;943.6;;1531.2;;;2.3;16.8;8.3;60.5;34.9;224;;;;15736;67;122.7;45.6;0;0;-75.3
VIS;01.09.2001 00:00;12.3;24.2;1;11.7;-3.1;31.4;69.3;9.7;940.7;;1484.2;;;3.3;20;11.9;72;21.5;170;;;;10460;52;81.2;0;121.3;17.3;-42
VIS;01.10.2001 00:00;12.7;25.8;0.4;10.7;-5.2;29;69.5;9.8;946;;1531.3;;;2;17.8;7.2;64.1;14.3;127;;;;12242;80;59;0;101.7;29.7;-33.2
VIS;01.11.2001 00:00;2;13.7;-8.5;0.4;-12.7;17.3;80.2;5.7;945.7;;1493.9;;;1.7;18.8;6.1;67.7;29.2;44;;;;2272;44;18;0;540.1;300.1;20.5
VIS;01.12.2001 00:00;-3.2;11.2;-15.9;-5.4;-21.4;10.1;81.5;4.3;946;;1480.5;;;1.8;19.8;6.5;71.3;55.3;19;;;;0;;13.5;0;718.2;470.2;52.6
VIS;01.01.2002 00:00;-2.5;10.8;-12.5;-5.5;-15.1;12.8;78.9;4.2;951.3;;1525.3;;;1.3;17.1;4.7;61.6;16.1;26;;;;757;44;15.3;0;696.9;448.9;14
VIS;01.02.2002 00:00;4.8;15.9;-4.7;3.6;-8;16;68.5;5.8;943.1;;1481.5;;;3.3;21.3;11.9;76.7;63.1;79;;;;4626;39;36.8;0;424.2;200.2;55.3
VIS;01.03.2002 00:00;8.3;20.2;-2.7;7.5;-7.6;23.1;54.6;5.8;942.7;;1488.9;;;3.6;21.1;13;76;74.1;158;;;;12137;64;81.2;0;351.2;119.2;9.3
VIS;01.04.2002 00:00;10.7;21.9;-0.4;10.3;-5.3;26;54.1;6.6;938.5;;1459.9;;;3.6;19.1;13;68.8;21.4;208;;;;12631;57;102;0;216.6;48.6;-76.3
VIS;01.05.2002 00:00;13.1;26.4;0.4;12.7;0.1;29.4;65.8;9.4;940.2;;1482.5;;;3.6;18.4;13;66.2;114.5;224;;;;11798;49;117;1.2;97.4;33.4;16.6
VIS;01.06.2002 00:00;19.3;34.3;5.8;18.9;3.2;38.4;61.8;13.2;942.4;;1521.7;;;2.9;22.4;10.4;80.6;41.5;275;;;;16321;68;148.2;65.6;0;0;-104.9
VIS;01.07.2002 00:00;18.6;32.3;6.9;18.6;4.1;35.5;67.9;13.9;941.3;;1509.1;;;2.8;26.6;10.1;95.8;75.3;244;;;;14299;58;136.3;29.8;0;0;-45.5
